OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,COMPLEX_INCNUM,IRWINID,FIRE_NUM,DECADES,Shape__Area,Shape__Length
21440,2020,CA,CDF,NEU,NELSON,00013212,6/18/2020 12:00:00 AM,6/23/2020 12:00:00 AM,11,1,1,109.6023,,,,,,2020,733134.73046875,4179.74314204583
21441,2020,CA,CDF,NEU,AMORUSO,00011799,6/1/2020 12:00:00 AM,6/4/2020 12:00:00 AM,2,1,1,685.585,,,,,,2020,4578171.9140625,12399.3753905116
21442,2020,CA,CDF,NEU,ATHENS,00018493,8/10/2020 12:00:00 AM,8/11/2020 12:00:00 AM,14,1,1,27.30048,,,,,,2020,182387.64453125,2119.19412003875
21443,2020,CA,CDF,NEU,FLEMING,00007619,3/31/2020 12:00:00 AM,4/1/2020 12:00:00 AM,9,1,1,12.93155,,,,,,2020,86679.4453125,2029.52488137503
21444,2020,CA,CDF,NEU,MELANESE,00008471,4/14/2020 12:00:00 AM,4/19/2020 12:00:00 AM,18,1,1,10.31596,,,,,,2020,70179.1328125,1342.74290294001
21445,2020,CA,CDF,NEU,PFE,00014858,7/5/2020 12:00:00 AM,7/5/2020 12:00:00 AM,14,1,1,36.70193,,,,,,2020,244431.52734375,3012.19835361045
21446,2020,CA,DOD,BEA,VALLEY,00015865,7/15/2020 12:00:00 AM,7/16/2020 12:00:00 AM,14,1,1,376.9104,,,,,,2020,2538316.87890625,9803.35036420332
21447,2020,CA,CDF,NEU,WALDO,00015275,7/9/2020 12:00:00 AM,7/12/2020 12:00:00 AM,9,1,1,10.10221,,,,,,2020,68043.03125,1425.98634226764
21448,2020,CA,CDF,NEU,WILLOW,00006064,3/10/2020 12:00:00 AM,3/11/2020 12:00:00 AM,5,1,1,33.97389,,,,,,2020,230549.78125,2477.15181547552
21449,2020,CA,CDF,NEU,WILLOWS,00021423,9/9/2020 12:00:00 AM,10/13/2020 12:00:00 AM,7,3,1,1309.09,,,,,,2020,8877495.796875,15221.4105433282
21450,2020,CA,CDF,NEU,DYER,00015012,7/6/2020 12:00:00 AM,7/6/2020 12:00:00 AM,8,1,1,194.6603,,,,,,2020,1296860.60546875,7757.24683769613
21451,2020,CA,CDF,NEU,FARRIER,00016781,7/24/2020 12:00:00 AM,7/31/2020 12:00:00 AM,8,1,1,22.6343,,,,,,2020,150787.44140625,1693.89812956216
21452,2020,CA,CDF,NEU,FIELDS,00023897,10/6/2020 12:00:00 AM,10/9/2020 12:00:00 AM,5,1,1,55.32843,,,,,,2020,373125.2734375,3143.53099864593
21453,2020,CA,CDF,NEU,JONES,00019231,8/17/2020 12:00:00 AM,9/28/2020 12:00:00 AM,1,3,1,705.546,aka INDIAN,,,,,2020,4770841.82421875,15226.0547698771
21454,2020,CA,DOD,BEA,PAVE PAWS,00017717,8/2/2020 12:00:00 AM,8/2/2020 12:00:00 AM,11,1,1,532.7733,Beale Air Force Base,,,,,2020,3589054.9921875,10122.6892482165
21455,2020,CA,CDF,NEU,RIOSA,00012970,6/15/2020 12:00:00 AM,6/15/2020 12:00:00 AM,11,1,1,13.69472,,,,,,2020,91856.8515625,1743.67087360593
21456,2020,CA,CDF,BTU,NELSON,00006825,6/17/2020 12:00:00 AM,6/25/2020 12:00:00 AM,14,1,1,103.3316,,,,,,2020,703657.63671875,5758.36450762757
21458,2020,CA,CDF,BTU,5-4 POTTERS ,00009692,8/17/2020 12:00:00 AM,9/10/2020 12:00:00 AM,1,1,1,925.4019,,BUTTE LIGHTNING COMPLEX,00009692,,,2020,6307904.03515625,16613.4839078942
21459,2020,CA,CDF,BTU,5-6 CASCADE CREEK,00009703,8/17/2020 12:00:00 AM,9/10/2020 12:00:00 AM,1,1,1,260.1756,,BUTTE LIGHTNING COMPLEX,00009692,,,2020,1780346.8984375,7022.5749273688
21460,2020,CA,CDF,BTU,TEDDY,00006891,6/18/2020 12:00:00 AM,6/23/2020 12:00:00 AM,14,1,1,13.27956,,,,,,2020,90049.49609375,1648.63306678697
21461,2020,CA,CDF,CZU,COAST,00003906,6/29/2020 12:00:00 AM,6/29/2020 12:00:00 AM,7,7,1,20.2083,,,,,,2020,128343.16015625,1702.00092173474
21462,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,00005205,8/16/2020 12:00:00 AM,9/24/2020 12:00:00 AM,1,7,1,86553.46,,CZU LIGHTNING COMPLEX,00005205,,,2020,552318495.832031,255052.19325976
21463,2020,CA,CDF,MEU,OAK,00010700,9/7/2020 12:00:00 AM,9/28/2020 12:00:00 AM,9,7,1,1146.466,,,,,,2020,7799786.21875,18184.117576066
21464,2020,CA,CDF,MEU,CREEK,00009786,8/18/2020 12:00:00 AM,8/26/2020 12:00:00 AM,10,7,1,834.2442,,,,,,2020,5727850.40234375,12821.8131524731
21465,2020,CA,CDF,MEU,3-19,00009781,8/18/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1,4,1,65.00854,,,,,,2020,439629.10546875,2611.28660931467
21466,2020,CA,CDF,MEU,VINEYARD,00006489,6/9/2020 12:00:00 AM,6/18/2020 12:00:00 AM,2,1,1,150.4945,,,,,,2020,1007057.359375,5675.64591642416
21467,2020,CA,CDF,MEU,MINA,00009342,8/10/2020 12:00:00 AM,8/15/2020 12:00:00 AM,4,2,1,158.8692,,,,,,2020,1091466.07421875,5106.02978622489
21468,2020,CA,CDF,HUU,BEAR,00001401,2/15/2020 12:00:00 AM,2/15/2020 12:00:00 AM,5,1,1,10.47374,,,,,,2020,73476.59375,1526.38940102701
21469,2020,CA,CDF,HUU,REDWOOD,00009006,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2,1,1,101.4003,,,,,,2020,711099.6328125,3753.85290462705
21470,2020,CA,CDF,TGU,GRIZZLY,00002412,3/2/2020 12:00:00 AM,3/6/2020 12:00:00 AM,14,1,1,155.273,,,,,,2020,1064278.5625,6540.5836411781
21471,2020,CA,CDF,TGU,BEEGUM,00002023,2/22/2020 12:00:00 AM,2/23/2020 12:00:00 AM,18,2,1,181.4404,,,,,,2020,1264981.578125,10696.8165089719
21472,2020,CA,CDF,TGU,4-8,00008808,8/17/2020 12:00:00 AM,8/18/2020 12:00:00 AM,1,1,1,278.01,,,,,,2020,1891689.640625,8954.96718822614
21473,2020,CA,CDF,TGU,ELK,00008702,8/16/2020 12:00:00 AM,8/17/2020 12:00:00 AM,1,1,1,730.4814,,,,,,2020,4982413.30859375,12016.1387165403
21474,2020,CA,CDF,TGU,RED,00004162,4/23/2020 12:00:00 AM,4/24/2020 12:00:00 AM,5,1,1,26.40666,,,,,,2020,182659.89453125,2684.26888740404
21475,2020,CA,CDF,HUU,MINE,00011303,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,5,1,1,11.07413,,,,,,2020,77436.8515625,1825.22881031916
21476,2020,CA,CDF,BTU,AVOCADO,00007464,6/30/2020 12:00:00 AM,7/11/2020 12:00:00 AM,14,1,1,137.5814,,,,,,2020,933389.9765625,4076.50403371119
21477,2020,CA,CDF,BTU,HONCUT,00006966,6/20/2020 12:00:00 AM,6/22/2020 12:00:00 AM,14,1,1,88.18584,,,,,,2020,597747.51171875,4162.19845370167
21478,2020,CA,CDF,BTU,GRAND,00012308,10/15/2020 12:00:00 AM,10/20/2020 12:00:00 AM,14,1,1,31.06108, ,,,,,2020,211492.52734375,3068.50147021768
21479,2020,CA,CCO,ORC,PARK FIRE,20075598,7/5/2020 12:00:00 AM,7/7/2020 12:00:00 AM,14,1,1,24.09784, ,,,,,2020,141579.51171875,2020.07946635197
21480,2020,CA,CDF,ORC,SILVERADO,20121364,10/26/2020 12:00:00 AM,11/2/2020 12:00:00 AM,14,7,1,12469.21, ,,,,,2020,73125983.4492188,65362.593574509
21481,2020,CA,CDF,ORC,BLUE RIDGE,20121612,10/26/2020 12:00:00 AM,11/2/2020 12:00:00 AM,14,7,1,13694.53, ,,,,,2020,80671871.3554688,65838.8753839644
21482,2020,CA,CDF,ORC,BOND,20136890,12/3/2020 12:00:00 AM,12/7/2020 12:00:00 AM,14,7,1,6681.099, ,,,,,2020,39200475.4257813,52771.3654774732
21483,2020,CA,CDF,BTU,CLARK,00009565,8/14/2020 12:00:00 AM,8/14/2020 12:00:00 AM,14,1,1,106.785,,,,,,2020,729464.85546875,5533.23641586558
21484,2020,CA,CDF,NEU,DULUTH,00018540,8/10/2020 12:00:00 AM,8/12/2020 12:00:00 AM,10,1,1,71.94994,,,,,,2020,480239.20703125,5784.25707851993
21485,2020,CA,CDF,NEU,KARCHNER,00002117,6/5/2020 12:00:00 AM,6/6/2020 12:00:00 AM,2,1,1,30.02494,,,,,,2020,201532.58984375,1974.73053588705
21486,2020,CA,LRA,NEU,SIMPSON,00024660,10/15/2020 12:00:00 AM,10/17/2020 12:00:00 AM,14,6,1,28.57458,Yuba City Fire,,,,,2020,192491.05859375,1971.42970744968
21487,2020,CA,CDF,NEU,WATT,00012647,6/11/2020 12:00:00 AM,6/13/2020 12:00:00 AM,14,1,1,39.86606,,,,,,2020,265518.22265625,3532.94795756148
21488,2020,CA,CDF,NEU,LOCUST,00031508,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,5,1,1,15.85951,,,,,,2020,105708.1484375,1604.873417568
21489,2020,CA,CDF,BTU,GARDEN,00005015,5/6/2020 12:00:00 AM,5/9/2020 12:00:00 AM,2,1,1,49.00878,,,,,,2020,334118.92578125,3611.37866323512
21490,2020,CA,CDF,BTU,FEATHER,00008456,7/20/2020 12:00:00 AM,7/22/2020 12:00:00 AM,14,1,1,14.74074,,,,,,2020,100343.90234375,1522.43747145293
21491,2020,CA,CDF,SKU,BADGER,00005356,7/18/2020 12:00:00 AM,7/19/2020 12:00:00 AM,10,1,1,557.3061, ,,,,,2020,4060376.10546875,13506.566654708
21492,2020,CA,CDF,SKU,MINER,00005595,7/25/2020 12:00:00 AM,7/25/2020 12:00:00 AM,14,1,1,23.13611,,,,,,2020,166418.6015625,2899.10965468715
21493,2020,CA,CDF,SKU,JENNY 2-3,00005678,7/27/2020 12:00:00 AM,7/27/2020 12:00:00 AM,1,1,1,14.63708,From ODF aka Jenny Creek Fed Inc# ORMED-000227,,,,,2020,107366.6484375,1594.5625382492
21494,2020,CA,CDF,SKU,SCHOOLHOUSE,00007096,9/9/2020 12:00:00 AM,9/9/2020 12:00:00 AM,14,1,1,37.06404,,,,,,2020,269098.08984375,2367.92669461882
21495,2020,CA,CDF,SKU,TOWNSEND,00003484,5/17/2020 12:00:00 AM,5/17/2020 12:00:00 AM,5,1,1,13.73043,,,,,,2020,99819.98828125,1808.09866737109
21496,2020,CA,CDF,SKU,SHACKLEFORD,00007137,9/11/2020 12:00:00 AM,9/11/2020 12:00:00 AM,14,1,1,37.65027,,,,,,2020,272468.98046875,2903.04477879321
21497,2020,CA,CDF,TCU,MOC,00009457,8/20/2020 12:00:00 AM,9/5/2020 12:00:00 AM,9,1,1,2857.605,Cause= Weed Eating,,,,,2020,18547049.6132813,24671.3481628937
21498,2020,CA,CDF,TCU,SALT,00009353,8/18/2020 12:00:00 AM,8/28/2020 12:00:00 AM,9,1,1,1593.732,Cause = Grinding,,,,,2020,10403242.5664063,16443.5169626775
21499,2020,CA,CDF,TCU,WALKER,00006494,6/16/2020 12:00:00 AM,6/23/2020 12:00:00 AM,9,2,1,1398.004,Cause = Grinding,,,,,2020,9143297.87109375,19226.9033482388
21500,2020,CA,CCO,KRN,BAKER,02024545,6/17/2020 12:00:00 AM,6/18/2020 12:00:00 AM,14,1,1,165.1797,,,,,,2020,1006161.8984375,7573.07340235202
21501,2020,CA,CCO,KRN,BENA,02027271,7/1/2020 12:00:00 AM,7/5/2020 12:00:00 AM,14,1,1,2884.41,SRA,,,,,2020,17566953.140625,21314.9720002712
21502,2020,CA,CCO,KRN,FLAT,02028833,7/9/2020 12:00:00 AM,7/12/2020 12:00:00 AM,14,1,1,40.12797,Crew 10,,,,,2020,244002.3359375,3515.80880538401
21503,2020,CA,CCO,KRN,COMANCHE,02031924,7/26/2020 12:00:00 AM,7/27/2020 12:00:00 AM,14,1,1,66.15605,,,,,,2020,401194.109375,4069.53776735665
21504,2020,CA,CCO,KRN,SHEEP,02032616,7/30/2020 12:00:00 AM,7/30/2020 12:00:00 AM,14,1,1,233.0561,,,,,,2020,1413545.8359375,7205.22539177275
21505,2020,CA,CCO,KRN,RESERVE,02033499,8/4/2020 12:00:00 AM,8/5/2020 12:00:00 AM,14,1,1,11.50082,West wind. ,,,,,2020,70018.6171875,1757.17078934541
21506,2020,CA,CCO,KRN,JOHNSON,02033650,8/5/2020 12:00:00 AM,8/6/2020 12:00:00 AM,14,1,1,38.07296,,,,,,2020,230876.078125,2953.05653052473
21507,2020,CA,BLM,CND,SODA,00034749,6/17/2020 12:00:00 AM,6/17/2020 12:00:00 AM,1,1,1,421.4699,IRWINID 3c1195d7-ac3c-4a9c-b918-007c11227750 KRN inc# 034749,,,,,2020,2545329.9296875,8257.52921044911
21508,2020,CA,CCO,KRN,WOODY,02035078,8/14/2020 12:00:00 AM,8/14/2020 12:00:00 AM,14,1,1,90.52191,,,,,,2020,555702.69921875,3524.33323410794
21509,2020,CA,CCO,KRN,BLUE,02035487,8/16/2020 12:00:00 AM,8/17/2020 12:00:00 AM,14,1,1,19.94945,Crew 10,,,,,2020,120367.2109375,1994.09461077206
21510,2020,CA,CCO,KRN,SHERWOOD,02037640,8/29/2020 12:00:00 AM,8/29/2020 12:00:00 AM,14,1,1,44.59859,,,,,,2020,273941.765625,2299.93972550481
21511,2020,CA,CCO,KRN,VISTA ,02039431,9/9/2020 12:00:00 AM,9/9/2020 12:00:00 AM,14,1,1,34.71796,,,,,,2020,210541.82421875,2535.84786668288
21512,2020,CA,CCO,KRN,GARCES,02041011,9/19/2020 12:00:00 AM,9/19/2020 12:00:00 AM,14,1,1,10.84567,,,,,,2020,66796.203125,1328.69379704804
21513,2020,CA,CCO,KRN,LILAC,02045515,10/18/2020 12:00:00 AM,10/19/2020 12:00:00 AM,14,1,1,52.84681,C10,,,,,2020,320521.6796875,3232.54810803707
21514,2020,CA,CCO,KRN,WATER,02052313,12/2/2020 12:00:00 AM,12/3/2020 12:00:00 AM,14,1,1,22.27073,Perimeter goes all the way to the freeway ,,,,,2020,134343.5703125,2196.95767653307
21515,2020,CA,CCO,KRN,STAGECOACH,02033315,8/3/2020 12:00:00 AM,8/3/2020 12:00:00 AM,14,1,1,7750.637,,,,,,2020,47373861.8789063,46920.3382001835
21516,2020,CA,CDF,MMU,HUNTERS,00011682,6/7/2020 12:00:00 AM,6/11/2020 12:00:00 AM,2,1,1,82.1401,,,,,,2020,530471.41796875,4659.65111822368
21517,2020,CA,CDF,MMU,PASS,00013431,6/28/2020 12:00:00 AM,7/1/2020 12:00:00 AM,11,1,1,2163.698,,,,,,2020,13770400.1210938,16695.5256656117
21518,2020,CA,CDF,MMU,POWER,00014707,7/11/2020 12:00:00 AM,7/15/2020 12:00:00 AM,11,1,1,151.5495,,,,,,2020,967344.703125,5184.74950648623
21519,2020,CA,CDF,MMU,BEN,00015036,7/15/2020 12:00:00 AM,7/17/2020 12:00:00 AM,11,1,1,48.12535,,,,,,2020,309356.24609375,2971.1927925407
21520,2020,CA,CDF,MMU,HENSLEY,00019014,8/30/2020 12:00:00 AM,9/2/2020 12:00:00 AM,7,1,1,398.4815,,,,,,2020,2538309.84765625,14750.3034082579
21521,2020,CA,CDF,SHF,FRANCISCAN,00008178,8/15/2020 12:00:00 AM,8/15/2020 12:00:00 AM,2,1,1,15.77986,,,,,,2020,110504.72265625,2337.834048821
21522,2020,CA,CDF,SHU,BAR,00003809,4/25/2020 12:00:00 AM,4/26/2020 12:00:00 AM,5,1,1,57.78563,,,,,,2020,406463.23046875,6053.00295155153
21523,2020,CA,CDF,SHU,LEOPARD,00005006,5/31/2020 12:00:00 AM,5/31/2020 12:00:00 AM,7,1,1,16.629,,,,,,2020,116484.6875,2867.55387802411
21524,2020,CA,CCO,SBC,DRUM,02012322,6/14/2020 12:00:00 AM,6/17/2020 12:00:00 AM,2,1,1,695.4706,SBC 6756,,,,,2020,4167186.67578125,18011.6201144937
21525,2020,CA,CCO,SBC,TWITCHELL,02011706,6/6/2020 12:00:00 AM,6/6/2020 12:00:00 AM,1,1,1,28.68455,SBC 6375,,,,,2020,173213.078125,3330.0078902437
21526,2020,CA,CCO,SBC,BALLARD,02023312,10/31/2020 12:00:00 AM,10/31/2020 12:00:00 AM,14,1,1,17.29714,SBC 12726,,,,,2020,103688.5078125,2112.36366216319
21527,2020,CA,CCO,SBC,GAREY,02025625,11/29/2020 12:00:00 AM,12/1/2020 12:00:00 AM,2,1,1,12.15279,SBC 13884,,,,,2020,73228.81640625,2428.6889848412
21528,2020,CA,CDF,SHU,PLATINA,00007049,7/19/2020 12:00:00 AM,7/21/2020 12:00:00 AM,9,1,1,339.4666,,,,,,2020,2374022.140625,9206.19273342466
21529,2020,CA,CDF,SHU,ROSA,00001895,2/26/2020 12:00:00 AM,2/26/2020 12:00:00 AM,5,1,1,13.27444,,,,,,2020,93994.4921875,1973.21933085008
21530,2020,CA,CDF,SHU,SPRINGS,00007944,8/9/2020 12:00:00 AM,8/9/2020 12:00:00 AM,8,1,1,10.29982,,,,,,2020,72441.71875,1425.5013959596
21531,2020,CA,CDF,SHU,PINES,00008109,8/13/2020 12:00:00 AM,8/13/2020 12:00:00 AM,9,1,1,15.73703,,,,,,2020,109947.4375,1828.76756766527
21532,2020,CA,CDF,BDU,BRUDER,00014963,10/14/2020 12:00:00 AM,10/15/2020 12:00:00 AM,14,1,1,169.5485,,,,,,2020,1001062.0546875,5739.95944924869
21533,2020,CA,CCO,SBC,HOLLISTER,02010146,5/7/2020 12:00:00 AM,5/10/2020 12:00:00 AM,11,1,1,157.0178,SBC 5172,,,,,2020,937233.71875,5267.79834483534
21534,2020,CA,CCO,SBC,KIRSCHEMANN,02010981,5/28/2020 12:00:00 AM,5/28/2020 12:00:00 AM,2,1,1,28.75139,SBC 6010,,,,,2020,173394.84765625,1724.02976094512
21535,2020,CA,CCO,SBC,VIEW,02011863,6/6/2020 12:00:00 AM,6/7/2020 12:00:00 AM,11,1,1,77.05924,SBC 6364,,,,,2020,461807.9296875,3887.79850999818
21536,2020,CA,CCO,SBC,GATO,02015948,7/31/2020 12:00:00 AM,7/31/2020 12:00:00 AM,14,1,1,10.23549,SBC 8694,,,,,2020,61602.984375,1351.12687393326
21537,2020,CA,CCO,SBC,LITO,02019126,9/7/2020 12:00:00 AM,9/7/2020 12:00:00 AM,9,1,1,25.82244,SBC 10424,,,,,2020,154580.9140625,1976.45196414771
21538,2020,CA,CCO,SBC,DUTARD,02025052,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,14,1,1,13.63339,SBC 13664,,,,,2020,82188.75,1360.38213832814
21539,2020,CA,CCO,SBC,CLARK,02026762,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,7,1,1,18.82918,SBC 14571,,,,,2020,113445.00390625,2217.94200818258
21540,2020,CA,CDF,SLU,HUASNA,00005881,5/13/2020 12:00:00 AM,5/13/2020 12:00:00 AM,5,1,1,47.4296,Embrs from debris pile,,,,,2020,287161.296875,3280.43322587973
21541,2020,CA,CDF,SLU,SODA,00007149,6/10/2020 12:00:00 AM,6/10/2020 12:00:00 AM,10,6,1,1653.114,Dragging Chains,,,,,2020,10073813.296875,19675.8492383348
21542,2020,CA,CDF,SLU,AVILA,00007409,6/15/2020 12:00:00 AM,6/20/2020 12:00:00 AM,14,1,1,434.291,,,,,,2020,2636154.87109375,15280.5362273264
21543,2020,CA,CDF,SLU,GAGE,00008112,6/28/2020 12:00:00 AM,6/28/2020 12:00:00 AM,2,1,1,33.05524,Tractor mowing,,,,,2020,203234.37109375,3411.53751134259
21544,2020,CA,CDF,SLU,LAKE,00008435,7/4/2020 12:00:00 AM,7/4/2020 12:00:00 AM,10,1,1,567.0063,Vehicle Accident,,,,,2020,3459823.296875,14090.6542839286
21545,2020,CA,CDF,SLU,SODA,00008356,7/3/2020 12:00:00 AM,7/3/2020 12:00:00 AM,2,1,1,152.5866,Water Pump,,,,,2020,928273.8125,4996.19994572629
21546,2020,CA,CDF,SLU,RIATA,00007469,6/16/2020 12:00:00 AM,6/16/2020 12:00:00 AM,2,1,1,15.23254,ATV,,,,,2020,92896.53125,1633.05766999495
21547,2020,CA,CDF,SLU,BERRY,00009850,8/1/2020 12:00:00 AM,8/1/2020 12:00:00 AM,2,1,1,24.21436,Equipment exhaust ,,,,,2020,148446.5703125,2849.76356329959
21548,2020,CA,CDF,SLU,BRANCH,00009669,7/28/2020 12:00:00 AM,8/3/2020 12:00:00 AM,10,7,1,2922.204,,,,,,2020,17791770.4648438,37572.3294763485
21549,2020,CA,CDF,SLU,II-2,00010562,8/15/2020 12:00:00 AM,8/15/2020 12:00:00 AM,1,1,1,64.87589,,,,,,2020,392548.40625,3325.65285162371
21550,2020,CA,CDF,SLU,CARRIZO,00010369,8/12/2020 12:00:00 AM,8/12/2020 12:00:00 AM,10,1,1,184.9174,,,,,,2020,1126390.40234375,4863.02681329539
21551,2020,CA,CDF,SLU,TOPAZ,00007269,6/12/2020 12:00:00 AM,6/12/2020 12:00:00 AM,2,1,1,157.1149,Mechanical,,,,,2020,958376.8046875,5750.03558658446
21552,2020,CA,CDF,SLU,POND,00009866,8/1/2020 12:00:00 AM,8/9/2020 12:00:00 AM,7,1,1,1962.329,,,,,,2020,11977219.2695313,27175.7069459711
21553,2020,CA,CDF,SLU,HUTTON,00016175,12/7/2020 12:00:00 AM,12/7/2020 12:00:00 AM,14,1,1,22.70941,,,,,,2020,137253.61328125,2046.48609844737
21554,2020,CA,CDF,SLU,CRESTA BLANCA,00007158,6/10/2020 12:00:00 AM,6/10/2020 12:00:00 AM,10,1,1,18.42477,,,,,,2020,112122.34765625,1440.23494562009
21555,2020,CA,CDF,SLU,JUAN,00008489,7/5/2020 12:00:00 AM,7/5/2020 12:00:00 AM,11,6,1,33.28214,Electrical,,,,,2020,203983.5859375,2251.94180831037
21556,2020,CA,CDF,SLU,PASS,00010018,8/4/2020 12:00:00 AM,8/5/2020 12:00:00 AM,10,1,1,323.1761,,,,,,2020,1991152.84375,10759.2125955127
21557,2020,CA,CDF,SLU,III_2,00010544,8/15/2020 12:00:00 AM,8/15/2020 12:00:00 AM,1,1,1,20.435,,,,,,2020,125110.83203125,1838.69410207139
21558,2020,CA,CDF,SLU,WHALE,00010533,8/15/2020 12:00:00 AM,8/18/2020 12:00:00 AM,1,1,1,322.3367,,,,,,2020,1972454.32421875,6142.23057789935
21559,2020,CA,CDF,SLU,PLACER,00110780,8/25/2020 12:00:00 AM,8/25/2020 12:00:00 AM,2,1,1,53.15897,,,,,,2020,324301.125,2960.1517174125
21560,2020,CA,CDF,SHU,ZOGG,00009978,9/27/2020 12:00:00 AM,10/13/2020 12:00:00 AM,14,3,1,56338.05,,,,,,2020,393993433.347656,190609.169916148
21561,2020,CA,CDF,SHU,POINT,00011061,10/25/2020 12:00:00 AM,10/27/2020 12:00:00 AM,9,1,1,276.6583,,,,,,2020,1931390.74609375,9622.19599073764
21562,2020,CA,CDF,TUU,GRADE,00000298,6/22/2020 12:00:00 AM,6/25/2020 12:00:00 AM,7,1,1,1050.24,,,,,,2020,6599440.1640625,13592.2228082149
21563,2020,CA,CDF,TUU,FORKS,00000285,6/18/2020 12:00:00 AM,6/21/2020 12:00:00 AM,15,1,1,117.2348,,,,,,2020,733209.328125,5251.15750863102
21564,2020,CA,CDF,TUU,SPRINGS,00000289,6/19/2020 12:00:00 AM,6/22/2020 12:00:00 AM,10,1,1,223.8869,,,,,,2020,1381668.3203125,6273.75513189477
21565,2020,CA,CDF,BDU,PITZER,00010332,7/17/2020 12:00:00 AM,7/18/2020 12:00:00 AM,9,1,1,118.7805,,,,,,2020,707587.08984375,5085.81563825501
21566,2020,CA,CDF,BDU,MENTONE,00014847,10/12/2020 12:00:00 AM,10/13/2020 12:00:00 AM,10,6,1,47.27253,,,,,,2020,279545.1015625,3559.13629728543
21567,2020,CA,CDF,SHU,INWOOD,00007560,7/31/2020 12:00:00 AM,7/31/2020 12:00:00 AM,11,1,1,10.81982,,,,,,2020,75886.625,1545.97998252535
21568,2020,CA,CDF,SHU,DERSCH,00011068,10/25/2020 12:00:00 AM,1/25/2021 12:00:00 AM,7,1,1,133.2995,,,,,,2020,933421.05078125,9483.09342367987
21569,2020,CA,CDF,AEU,GRANT FIRE,00016543,6/12/2020 12:00:00 AM,6/12/2020 12:00:00 AM,2,1,1,5062.198,,,,,,2020,33560841.7539063,31944.6719386229
21570,2020,CA,CDF,AEU,CRONAN FIRE,00016219,6/9/2020 12:00:00 AM,6/9/2020 12:00:00 AM,2,1,1,28.27121,,,,,,2020,188749.98828125,1949.28488036288
21571,2020,CA,CDF,SHU,RIDGE,00009476,9/14/2020 12:00:00 AM,1/14/2021 12:00:00 AM,10,1,1,17.10545,,,,,,2020,119773.07421875,2050.81824293329
21572,2020,CA,CDF,AEU,CLAY FIRE,00022430,7/29/2020 12:00:00 AM,7/29/2020 12:00:00 AM,3,1,1,740.1123,,,,,,2020,4886122.640625,15488.6603636983
21573,2020,CA,CDF,AEU,MEISS FIRE,00024350,8/13/2020 12:00:00 AM,8/13/2020 12:00:00 AM,9,1,1,509.1472,,,,,,2020,3365238.55078125,10408.3486832679
21574,2020,CA,CDF,FKU,DEN,00006845,5/23/2020 12:00:00 AM,5/23/2020 12:00:00 AM,11,1,1,42.87516,,,,,,2020,264731.4375,2238.83330918882
21575,2020,CA,CDF,FKU,FRONTIER,00008754,6/23/2020 12:00:00 AM,6/23/2020 12:00:00 AM,7,1,1,21.7087,,,,,,2020,137924.62890625,1565.04846423519
21576,2020,CA,CDF,FKU,GATOS,00005504,4/26/2020 12:00:00 AM,4/26/2020 12:00:00 AM,2,1,1,31.95898,,,,,,2020,199029.63671875,2149.26485259887
21577,2020,CA,CDF,FKU,HILLS,00011121,7/28/2020 12:00:00 AM,7/28/2020 12:00:00 AM,9,1,1,44.13896,,,,,,2020,278570.2734375,3468.79641355981
21578,2020,CA,CDF,FKU,HILLS,00012279,8/15/2020 12:00:00 AM,9/27/2020 12:00:00 AM,1,2,1,2120.98,,,,,,2020,13134178.9335938,20374.5168819747
21579,2020,CA,CDF,FKU,KINGS,00009658,7/5/2020 12:00:00 AM,7/5/2020 12:00:00 AM,2,1,1,65.94609,,,,,,2020,416526.96484375,3621.5883750093
21580,2020,CA,CDF,FKU,MINERAL,00010219,7/13/2020 12:00:00 AM,7/26/2020 12:00:00 AM,14,2,1,29666.96,,,,,,2020,184633612.402344,113981.402275566
21581,2020,CA,CDF,FKU,SUTTER,00006911,5/24/2020 12:00:00 AM,5/24/2020 12:00:00 AM,11,1,1,26.95898,,,,,,2020,167316.2421875,1946.58446633906
21582,2020,CA,CDF,FKU,SYCAMORE,00008701,6/23/2020 12:00:00 AM,6/25/2020 12:00:00 AM,7,1,1,26.59245,,,,,,2020,168936.41796875,2418.98911378323
21583,2020,CA,CDF,FKU,THERMAL,00013123,8/30/2020 12:00:00 AM,8/30/2020 12:00:00 AM,11,1,1,11.4255,,,,,,2020,72166.1015625,1779.66410363289
21584,2020,CA,CDF,FKU,TODD,00010991,7/26/2020 12:00:00 AM,7/26/2020 12:00:00 AM,2,1,1,13.09678,,,,,,2020,82632.57421875,1596.15051546405
21585,2020,CA,CDF,FKU,TAR,00012129,8/13/2020 12:00:00 AM,8/18/2020 12:00:00 AM,1,1,1,20.48829,,,,,,2020,126743.31640625,1688.9888836915
