OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,COMPLEX_INCNUM,IRWINID,FIRE_NUM,DECADES,Shape__Area,Shape__Length
35238,2004,CA,CDF,AEU,SCOTT,00015503,4/4/2004 12:00:00 AM,4/4/2004 12:00:00 AM,14,1,1,609.0591,,,,,00000602,2000,4031483.26171875,11032.7449378772
35239,2004,CA,CDF,AEU,POWERHOUSE,00015580,9/5/2004 12:00:00 AM,9/19/2004 12:00:00 AM,11,1,1,113.4258,,,,,00000607,2000,749254.640625,4288.29282089183
35240,2004,CA,CDF,MMU,210,00007418,4/30/2004 12:00:00 AM,4/30/2004 12:00:00 AM,10,6,1,56.48629,,,,,00000105,2000,359731.875,2990.69851140205
35241,2004,CA,CDF,MMU,PG&E 11,00008533,5/15/2004 12:00:00 AM,5/15/2004 12:00:00 AM,2,6,1,9.66333,,,,,00000145,2000,61609.51953125,981.559287008152
35242,2004,CA,CDF,MMU,HWY 145,00008540,5/15/2004 12:00:00 AM,5/15/2004 12:00:00 AM,14,6,1,5.922452,,,,,00000144,2000,37677.00390625,816.083880744204
35243,2004,CA,CDF,MMU,WALKER,00013169,7/17/2004 12:00:00 AM,7/18/2004 12:00:00 AM,14,6,1,84.26554,,,,,00000248,2000,538323.75,3484.28389077819
35244,2004,CA,CDF,MMU,ROCK/MPUD 98,00011674,6/28/2004 12:00:00 AM,6/28/2004 12:00:00 AM,7,6,1,43.74898,,,,,00000215,2000,281078.54296875,2176.00572755803
35245,2004,CA,CDF,MMU,GUADELUPE/MPUD 127,00015188,8/14/2004 12:00:00 AM,8/14/2004 12:00:00 AM,10,6,1,141.7793,,,,,00000306,2000,912399.96875,4620.60837067272
35246,1911,CA,USF,ANF, ,00000000,,,14,,1,226.1172,"S.Imsand,Saugus,5N16W-3, SsideDryGulch,WsideCharlieCyn- AFA 1911-1930 Saugus ma*",,,,00000000,,1352340.8515625,4395.15252538376
35247,1916,CA,USF,ANF, ,00000000,,,14,,1,201.2844,"S.Imsand,Saugus,5N15W-29,W of Bouquet-Vasquez jn-AFA 1911-30 Saugus+T maps 1:25*",,,,00000000,,1201759.109375,4130.59536162081
35248,1916,CA,USF,ANF, ,00000000,,,14,,1,1754.288,"S.Imsand,Saugus,5N16W-36+5N15W-31-29,19, Del Sur Ridge- AFA 1911-1930 Saugus ma*",,,,00000000,,10476488.4140625,20849.8374562419
35249,1916,CA,USF,ANF,TUNNEL,00000000,9/14/1916 12:00:00 AM,,14,,1,242.1689,"S.Imsand,Tujunga,3N15W-18+3N16W-24,San Fer'o Pass,VERSION-A-AFA 1911-1924Angele*",,,,00000000,,1441282.5859375,5421.57581244456
35250,1918,CA,USF,ANF, ,00000000,,,14,,1,148.6496,"S.Imsand,Tujunga,3N15W-19,N end of Aqueduct Cascades-AFA 1911-1924Angeles map 1*",,,,00000000,,884395.94921875,3531.11181789226
35251,1911,CA,USF,ANF, ,00000000,,,14,,1,745.7266,"S.Imsand,Tujunga,3N15W-20,29,Sombrero Cyn & W-AFA 1911-1924Angeles map 1:95040",,,,00000000,,4435870.46484375,9851.90010676693
35252,1916,CA,USF,ANF, ,00000000,,,14,,1,561.6374,"S.Imsand,Tujunga,3N15W-11, StaClaraDivide,VERSION C-AFA 1906-1930 Cum map 1:126*",,,,00000000,,3343215.6328125,7082.95580440041
35253,1916,CA,USF,ANF,LIME KILN CANYON,00000000,4/17/1916 12:00:00 AM,,14,,1,89.25017,"S.Imsand,Tujunga,3N14W-19,N side Limekiln Cyn- AFA 1911-1924Angeles map 1:95040",,,,00000000,,530894.02734375,2844.98799598497
35254,1916,CA,USF,ANF,1916-SUPERVISOR#35,00000000,6/24/1916 12:00:00 AM,,14,,1,127.0033,"S.Imsand,Tujunga,2N15W-1,W of Lopez Cyn Rd S end- AFA 1911-1924Angeles map 1:95*",,,,00000000,,754816.21875,3535.80841880982
35255,1918,CA,USF,ANF,COREY CANYON,00000000,10/27/1918 12:00:00 AM,,14,,1,231.8241,"S.Imsand,Tujunga,2N14W-3,N end Corey Canyon- AFA 1906-1924 Cum map 1:126720",,,,00000000,,1377444.67578125,4517.1951738811
35256,1941,CA,USF,STF, ,,,,14,8,1,513.1055,20090305,,,,00000839,,3320098.0625,8081.10316608521
35257,1921,CA,USF,STF, ,,,,14,8,1,1834.338,20090305,,,,00000323,,11868319.8125,18348.2396080316
35258,1921,CA,USF,STF, ,,,,14,8,1,840.314,20090305,,,,00000553,,5438893.03125,9794.76269131433
35259,2005,CA,USF,STF,HIGHLAND,,9/27/2005 12:00:00 AM,6/11/2005 12:00:00 AM,1,1,2,43.21399,20090305,,,,00000050,2000,285118.31640625,4988.16622377013
35260,1914,CA,USF,STF, ,,,,14,8,1,258.5957,20090305,,,,00000132,,1681741.72265625,6542.07815624923
35261,1924,CA,USF,STF, ,,,,14,8,1,906.8289,20090305,,,,00000443,,5883658.0859375,9373.87382834927
35262,1927,CA,USF,STF, ,,,,14,8,1,11853.77,20090305,,,,00000230,,76728945,50676.9616899699
35263,1945,CA,USF,STF, ,,,,14,8,1,325.6522,20090305,,,,00000308,,2123994.28125,6193.7536813926
35264,1945,CA,USF,STF, ,,,,14,8,1,544.3427,20090305,,,,00000299,,3558095.80859375,7279.56275420478
35265,1945,CA,USF,STF, ,,,,14,8,1,792.8569,20090305,,,,00000311,,5167538.8046875,9700.66047241605
35266,1945,CA,USF,STF, ,,,,14,8,1,997.8204,20090305,,,,00000210,,6464858.87890625,10426.6411218414
35267,1945,CA,USF,STF, ,,,,14,8,1,384.6969,20090305,,,,00001084,,2489021.515625,7193.57950225502
35268,1950,CA,CDF,TCU,THREE CORNERS,,8/13/1950 12:00:00 AM,,14,8,1,383.2239,20090305,,,,00000010,1950,2529064.703125,8626.82618818617
35269,1955,CA,USF,SNF, ,,,,9,8,1,417.7583,20090305,,,,00000001,1950,2702266.73046875,7716.03781603773
35270,1940,CA,USF,STF, ,,,,14,8,1,197.4978,20090305,,,,00000635,,1287285.078125,4381.55432983548
35271,1940,CA,USF,STF, ,,,,14,8,1,208.6694,20090305,,,,00000504,,1351826.4140625,4912.09156531389
35272,1948,CA,USF,STF, ,,,,14,8,1,738.8965,20090305,,,,00000322,,4799116.49609375,9148.50905013069
35273,1988,CA,CCO,VNC,SYCAMORE,00000000,4/10/1988 12:00:00 AM,,14,,1,368.0042,,,,,00000000,1980,2179222.1640625,7480.57383190195
35274,1988,CA,USF,ANF, ,00000000,7/29/1988 12:00:00 AM,7/29/1988 12:00:00 AM,14,8,1,221.2385,,,,,00000110,1980,1329519.8203125,5401.42152788155
35275,1988,CA,CDF,BDU,RIVER,000OV113,5/23/1988 12:00:00 AM,,14,,1,351.8093,,,,,00000041,1980,2246349.37109375,7918.5495922008
35276,1988,CA,USF,BDF, ,00000000,,,14,,1,5243.982,,,,,00000000,1980,31082288.9765625,28100.106907721
35277,1988,CA,CDF,SLU,CDF 807,00001759,7/17/1988 12:00:00 AM,,14,,1,6349.193,,,,,00000264,1980,38564957.28125,39121.7411380409
35278,1988,CA,USF,CNF,SUTHERLAND,00000000,12/9/1988 12:00:00 AM,12/9/1988 12:00:00 AM,9,8,1,42.76471,,,,,00000105,1980,247276.015625,2200.90964591083
35279,1988,CA,CDF,RRU,ROSA,00032082,9/5/1988 12:00:00 AM,,4,,1,631.5698,,,,,00001825,1980,3696937.8203125,9500.57249971044
35280,1988,CA,CDF,RRU,HORSETHIEF II,00036665,10/11/1988 12:00:00 AM,,2,,1,134.6095,,,,,00002056,1980,789314.0859375,3472.6742336163
35281,1988,CA,USF,BDF, ,00000000,,,14,,1,143.4387,,,,,00000000,1980,841863.68359375,3729.09148474172
35282,1988,CA,USF,BDF, ,00000000,,,14,,1,256.4971,,,,,00000000,1980,1504326.18359375,4896.22233788093
35283,1988,CA,USF,BDF, ,00000000,,,14,,1,152.3644,,,,,00000000,1980,890911.9296875,4258.16468651511
35284,1988,CA,CDF,RRU,STATE,00020859,6/14/1988 12:00:00 AM,,9,,1,258.3694,,,,,00001095,1980,1513810.5,4876.92192578075
35285,1988,CA,CDF,RRU,CHIMNEY,00024419,7/10/1988 12:00:00 AM,,14,,1,297.4152,,,,,00001338,1980,1744330.46875,6746.90480403538
35286,1988,CA,CDF,RRU, ,00000000,,,14,,1,184.0202,,,,,00000000,1980,1085867.17578125,6123.24143934852
35287,1988,CA,CDF,RRU,MILLARD,00000000,,,14,,1,153.0401,,,,,00000000,1980,903293.29296875,4992.27104324766
35288,1988,CA,USF,BDF, ,00000000,,,14,,1,117.6133,,,,,00000000,1980,700202.8828125,3396.5164656086
35289,1988,CA,USF,BDF, ,00000000,,,14,,1,322.3326,,,,,00000000,1980,1907624.24609375,6397.92165288684
35290,1988,CA,USF,BDF, ,00000000,,,14,,1,317.5254,,,,,00000000,1980,1878621.37109375,7225.787715265
35291,1988,CA,USF,BDF, ,00000000,,,14,,1,257.7452,,,,,00000000,1980,1524587.74609375,5508.17335334429
35292,1988,CA,USF,BDF, ,00000000,,,14,,1,177.2555,,,,,00000000,1980,1048294.73828125,3804.69931825694
35293,1988,CA,CDF,BDU, ,00042816,7/22/1988 12:00:00 AM,,8,,1,630.2985,,,,,00000845,1980,3726923.33984375,9428.32033583708
35294,1988,CA,USF,BDF, ,00000000,,,14,,1,341.7617,,,,,00000000,1980,2034387.140625,5860.78536774425
35295,1988,CA,USF,BDF, ,00000000,,,14,,1,146.5137,,,,,00000000,1980,871250.08984375,3948.34767639605
35296,1988,CA,USF,BDF, ,00000000,,,14,,1,276.95,,,,,00000000,1980,1645433.625,5162.365107148
35297,1988,CA,USF,BDF, ,00000000,,,14,,1,335.8584,,,,,00000000,1980,1995397.89453125,6016.33920707042
35298,1988,CA,USF,BDF, ,00000000,,,14,,1,4357.64,,,,,00000000,1980,25826545.1210938,26635.6069197347
35299,1988,CA,USF,BDF, ,00000000,,,14,,1,110.6244,,,,,00000000,1980,655739.51953125,3633.94214453694
35300,1988,CA,CDF,BDU,GLEN HELEN,00057914,9/28/1988 12:00:00 AM,,9,,1,70.7691,,,,,00001136,1980,419705.29296875,2427.48166680649
35301,1988,CA,USF,MNF,POWDERHOUSE,00000000,8/26/1988 12:00:00 AM,8/28/1988 12:00:00 AM,9,8,1,2162.274,,,,,00000042,1980,14783621.6210938,16986.4838264984
35302,1988,CA,USF,MNF, ,00000000,,,3,,1,79.23766,,,,,00000008,1980,537218.41015625,3170.85064965819
35303,1988,CA,CCO,LAC,THE AVE ""L"" FIRE,00938462,6/24/1988 12:00:00 AM,,14,,1,222.0037,,,,,00000088,1980,1330876.83203125,7162.45577150481
35304,1988,CA,CCO,LAC,THE PYRAMID FIRE,00837728,7/29/1988 12:00:00 AM,,14,,1,220.0251,,,,,00000008,1980,1318278.5625,5344.08848883341
35305,1988,CA,CCO,LAC,THE PARADISE FIRE,00831493,6/30/1988 12:00:00 AM,,14,,1,138.5013,,,,,00000588,1980,828543.62890625,5698.85509775086
35306,1988,CA,CCO,LAC,THE BURKE FIRE,00928045,8/6/1988 12:00:00 AM,,14,,1,116.8397,,,,,00000088,1980,696937.09375,4244.18671813864
35307,1988,CA,CCO,LAC,DIVIDE FIRE,00831233,10/16/1988 12:00:00 AM,,14,,1,3811.561,,,,,00000088,1980,22686842.9960938,38235.5612586179
35308,1988,CA,CCO,LAC,SESNON FIRE,00367598,12/9/1988 12:00:00 AM,,14,,1,2658.574,,,,,00000008,1980,15807737.9804688,30028.5223498097
35309,1988,CA,CCO,LAC,KEUHNER FIRE,00927537,9/4/1988 12:00:00 AM,,14,,1,3818.714,,,,,00000088,1980,22694340.0078125,37058.1681056013
35310,1988,CA,CCO,LAC,GLEN OAKS CANYON FIRE,00GLN003,12/7/1988 12:00:00 AM,,14,,1,352.7481,,,,,00001824,1980,2089485.20703125,10634.9478685759
35311,1988,CA,CCO,LAC,THE ADOBE FIRE,00891443,6/28/1988 12:00:00 AM,,14,,1,241.3018,,,,,00000788,1980,1429041.03125,5562.14359772897
35312,1990,CA,USF,LNF,FINLEY,00000000,8/8/1990 12:00:00 AM,8/17/1990 12:00:00 AM,1,8,1,35861.47,,,,,00000078,1990,249940015.832031,76223.5944662061
35313,1990,CA,CDF,TGU, ,00001845,8/9/1990 12:00:00 AM,,1,,1,439.1105,,,,,00000163,1990,3039678.4296875,8650.67385287302
35314,1990,CA,USF,MNF,LINN,00000000,8/8/1990 12:00:00 AM,8/15/1990 12:00:00 AM,1,8,1,90.09352,,,,,00000024,1990,622579.4453125,3141.58696570325
35315,1990,CA,USF,MNF,RECER,00000000,8/8/1990 12:00:00 AM,9/2/1990 12:00:00 AM,1,8,1,3372.72,,,,,00000022,1990,23147012.7265625,21418.9304986376
35316,1990,CA,USF,SQF,MILL,00000000,6/20/1990 12:00:00 AM,6/21/1990 12:00:00 AM,7,8,1,134.8083,,,,,00000024,1990,825901.1640625,3969.60295989756
35317,1990,CA,CDF,MMU,MCKORY,00005902,,,14,,1,281.2369,,,,,00000000,1990,1803253.3046875,7612.06059515986
35318,1990,CA,USF,LPF,FOOTHILL,00000000,6/26/1990 12:00:00 AM,6/29/1990 12:00:00 AM,9,8,1,568.4937,,,,,00000022,1990,3392955.4375,10215.5163236388
35319,1990,CA,CDF,LMU,DAY,00001803,8/10/1990 12:00:00 AM,8/17/1990 12:00:00 AM,14,,1,4658.471,,,,,00000000,1990,33316653.1601563,33081.180679685
35320,1990,CA,CDF,LNU,EAGLE,00002661,,,14,,1,1921.793,,,,,00000216,1990,12900282.0820313,19483.7105397302
35321,1990,CA,CDF,SHU,LONG VALLEY,00004670,8/10/1990 12:00:00 AM,,1,,1,707.3187,,,,,00000570,1990,5027624.32421875,13495.7699979763
35322,1990,CA,CDF,TGU,CAMPBELL,00001798,8/13/1990 12:00:00 AM,,2,,1,131504.2,,,,,00000150,1990,909061321.933594,152210.817773216
35323,1990,CA,USF,TOI, ,00000000,8/5/1990 12:00:00 AM,,1,,1,381.7293,,,,,00000109,1990,2519469.9140625,9150.46965019292
35324,1990,CA,USF,TOI, ,00000000,7/12/1990 12:00:00 AM,,1,,1,4.291088,,,,,00000052,1990,29310.953125,761.636683450297
35326,1990,CA,USF,MDF,RATTLESNAKE,00000000,8/6/1990 12:00:00 AM,8/9/1990 12:00:00 AM,1,8,1,79.98314,,,,,00000096,1990,578886.828125,3075.93909380908
35327,1990,CA,CCO,MRN,LA FRANCHI,00001335,9/19/1990 12:00:00 AM,,14,,1,394.9528,,,,,00000054,1990,2584174.359375,7157.20971145595
35328,2000,CA,USF,SQF,MILLWOOD,00000000,9/20/2000 12:00:00 AM,9/22/2000 12:00:00 AM,2,8,1,238.2496,,,,,00000065,2000,1503796.2734375,5957.67355225401
35329,1987,CA,USF,SHF,LAZYMAN,00000000,9/1/1987 12:00:00 AM,9/21/1987 12:00:00 AM,1,8,1,1497.386,,,,,00000261,1980,10365898.1992188,19258.0360840059
35330,1990,CA,CCO,MRN,LUIZ,00001462,10/9/1990 12:00:00 AM,,14,,1,89.0965,,,,,00000062,1990,582236.27734375,3984.54070050633
35331,1990,CA,CCO,MRN,MULBERRY,00001464,10/9/1990 12:00:00 AM,,14,,1,65.59923,,,,,00000063,1990,428604.64453125,2799.26941306196
35332,1990,CA,CCO,MRN,ISLAND,00001414,10/1/1990 12:00:00 AM,,14,,1,48.49553,,,,,00000060,1990,317268.2578125,2478.07422838991
35333,2002,CA,USF,ENF,ST. PAULI,00000000,7/26/2002 12:00:00 AM,7/30/2002 12:00:00 AM,9,2,1,321.0155,,,,,00000041,2000,2140717.57421875,7354.59395330318
35334,2001,CA,USF,SHF,HYAMPOM,00000000,8/31/2001 12:00:00 AM,9/3/2001 12:00:00 AM,7,4,1,1187.508,,,,,00000102,2000,8339254.453125,13811.603111607
35335,1999,CA,USF,SHF,SUGAR,00000000,8/23/1999 12:00:00 AM,9/7/1999 12:00:00 AM,1,8,1,5109.877,,,,,00000108,1990,36202788.9453125,34606.7383754097
35336,1995,CA,CDF,RRU,ESPERANZA,00008072,,,14,,1,249.3217,,,,,00000000,1990,1467945.40234375,6043.80955489259
35337,1995,CA,CDF,BDU,PILGRIM,00045875,7/21/1995 12:00:00 AM,,2,,1,2081.421,,,,,00000571,1990,12288339.0039063,33790.5731447225
35338,1995,CA,CDF,RRU,WHITEWATER,00025424,5/30/1995 12:00:00 AM,,2,,1,114.8139,,,,,00000589,1990,677049.921875,3517.42931196437
35339,1995,CA,CDF,RRU,VISTA,00007426,,,14,,1,125.6627,,,,,00000000,1990,738873.51171875,5228.85380497153
35340,1995,CA,CDF,RRU,WICK,00007626,,,14,,1,452.9946,,,,,00000000,1990,2675356.02734375,6700.40260816933
35341,1995,CA,CDF,RRU,COTTONWOOD,00007871,,,14,,1,530.9715,,,,,00000000,1990,3110061.921875,9609.98325951974
35342,1995,CA,CDF,RRU,EXCELSIOR,00029803,6/23/1995 12:00:00 AM,,14,,1,1819.425,,,,,00000777,1990,10726204.1875,15219.2627873561
35343,1995,CA,CDF,RRU,WATER,00030992,6/29/1995 12:00:00 AM,,2,,1,337.0995,,,,,00000832,1990,1982588.66015625,7827.34531031553
35344,1995,CA,CDF,RRU,VERDUGO,00001186,,,14,,1,119.4977,,,,,00000000,1990,704674.796875,3627.16405429311
35345,1995,CA,CDF,RRU,NICHOLS,00031598,7/2/1995 12:00:00 AM,,10,,1,1264.274,,,,,00000859,1990,7414956.71875,13419.6269677091
35346,1995,CA,CDF,RRU,DAWSON,00034850,7/20/1995 12:00:00 AM,,8,,1,4717.969,,,,,00001030,1990,27696040.8320313,32435.6720442556
35347,1995,CA,CDF,RRU,HWY 62,00035322,7/22/1995 12:00:00 AM,,7,,1,1316.947,,,,,00001054,1990,7765515.55078125,11809.9824546399
35348,1995,CA,CDF,RRU,MORENO,00035423,7/23/1995 12:00:00 AM,,3,,1,946.527,,,,,00001056,1990,5571282.4765625,9875.32824146305
35349,1995,CA,CDF,RRU,STANLEY,00036191,7/27/1995 12:00:00 AM,,10,,1,5128.505,,,,,00001097,1990,29956497.3242188,29342.9322743978
35350,1995,CA,CDF,RRU,RECHE,00036200,7/27/1995 12:00:00 AM,,9,,1,1481.89,,,,,00001102,1990,8745116.37109375,13112.0925852541
35351,1995,CA,CDF,RRU,LUZ,00006566,,,14,,1,113.0821,,,,,00000000,1990,659357.3671875,3635.85680725159
35352,1995,CA,CDF,RRU,MAYWOOD,00006782,,,14,,1,454.4753,,,,,00000000,1990,2668301.56640625,8277.95212399234
35353,1921,CA,USF,ANF, CHARLIE CYN,00000000,9/28/1921 12:00:00 AM,,14,,1,5324.174,"S.Imsand, Saugus, 5N 16W,Charlie,Bitter,Tapia-add to #1383-AFA 1911-1930 Saugus*",,,,00000000,,31786804.5234375,38782.8815291768
35354,1923,CA,USF,ANF,WELLS,00000000,5/27/1923 12:00:00 AM,,14,,1,16.34873,"S.Imsand, Tujunga, 2N 14W-12,S side Big Tujunga Wash-AFA 1911-1930 Angeles map *",,,,00000000,,97133.75,1138.38768531058
35355,1923,CA,USF,ANF,FITZGERALD,00000000,8/22/1923 12:00:00 AM,,14,,1,164.6784,"S.Imsand, Tujunga, 2N 14W-12+2N13W-7,SE slope Big Tuj. Wash-AFA 1906-1930 Cum m*",,,,00000000,,978454.95703125,4028.93106668895
35356,1922,CA,USF,ANF,ZACHAU CANYON,00000000,8/27/1922 12:00:00 AM,,14,,1,128.5515,"S.Imsand, Tujunga, 2N 13W-18-AFA 1911-1930 Angeles map 1:95040",,,,00000000,,763416.12890625,3491.1217657446
35357,1922,CA,USF,ANF,MT. GLEASON,00000000,9/20/1922 12:00:00 AM,,14,,1,115.3845,"S.Imsand, Tujunga, 3N 12W-5, SE of Mt. Gleason-AFA 1906-1930 Cum map 1:95040",,,,00000000,,687117.0390625,3237.69976053146
35358,1923,CA,USF,ANF,MT. LOWE,00000000,,,14,,1,643.2633,"S.Imsand, Arroyo, 2N 12W-35, around Echo Mountain-AFA 1911-1930 Angeles map 1:9*",,,,00000000,,3816533.53125,8781.33029527508
35359,1922,CA,USF,ANF,LIVE OAK CANYON (#34),00000000,7/10/1922 12:00:00 AM,,14,,1,37.96705,"S.Imsand,San Dimas, 1N 8W-29, W side Live Oak Cyn-AFA 1911-1930 Angeles map 1:9*",,,,00000000,,224865.69921875,1739.14862485112
35360,1924,CA,USF,ANF, ,00000000,,,14,,1,50.13077,"S.Imsand,San Dimas, 1N 8W-32, W side Live Oak Cyn-AFA 1911-1930 Angeles map 1:9*",,,,00000000,,296860.86328125,1992.43110619458
35361,1923,CA,USF,ANF, ,00000000,,,14,,1,947.7429,"S.Imsand,Saugus,6N 17W-14,23, E side Castaic Creek,REDIGIT-AFA 1906-30 cum+T ma*",,,,00000000,,5674113.00390625,11463.3821711152
35362,1999,CA,USF,CNF,MEMORIAL,00000000,12/21/1999 12:00:00 AM,12/21/1999 12:00:00 AM,4,8,1,13.85425,,,,,00000130,1990,79369.25390625,1137.49366152008
35363,1999,CA,USF,CNF,ZELLER,00000000,1/2/1999 12:00:00 AM,1/2/1999 12:00:00 AM,9,8,1,4.556684,,,,,00000001,1990,26675.203125,787.302382572926
35364,2001,CA,USF,INF,MCLAUGHLIN,00000000,7/2/2001 12:00:00 AM,7/5/2001 12:00:00 AM,1,8,1,2714.432,,,,,00000008,2000,17610850.9335938,21486.1016008157
35365,2001,CA,USF,PNF,STREAM,00000000,7/25/2001 12:00:00 AM,8/3/2001 12:00:00 AM,1,8,1,3526.331,,,,,00000091,2000,24473241.109375,36066.2850563507
35366,1920,CA,USF,ANF, ,00000000,,,14,,1,380.239,"S.Imsand, Saugus, 7N 14W-26,27,PortalRidge NofJohnson Sum.-AFA 1911-1930 Saugus*",,,,00000000,,2280265.0625,5841.81859398929
35367,1920,CA,USF,ANF, ,00000000,,,14,,1,592.4188,"S.Imsand, Saugus, 7N 13W-32+,Nside of PortalRidge-AFA 1911-1930 Saugus map 1:25*",,,,00000000,,3550707.5859375,7825.15986905303
35368,1921,CA,USF,ANF, ,00000000,,,14,,1,114.9293,"S.Imsand, Saugus, 6N 13W-19,NE of Lincoln Crest,#1388?-AFA 1911-1930 Saugus map*",,,,00000000,,687990.50390625,3108.38865912697
35369,1921,CA,USF,ANF, ,00000000,,,14,,1,334.3081,"S.Imsand, Saugus, 6N 14W-23,NofBiddisonRanch,#1388?-AFA 1911-30 Saugus+T maps 1*",,,,00000000,,2001470.20703125,5330.15079866885
35370,1920,CA,USF,ANF, ,00000000,,,14,,1,191.4035,"S.Imsand, Saugus, 6N 17W-2, S slope Redrock Mtn-AFA 1911-1930 Saugus map 1:2564*",,,,00000000,,1146864.7734375,4062.11274290022
35371,1922,CA,USF,ANF, ,00000000,,,14,,1,1152.055,"S.Imsand, Saugus, 6N 17W-18,19+6N18W-13,N of OakFlat-AFA 1911-30 Saugus+T maps *",,,,00000000,,6897977.6328125,11937.9583855439
35372,1923,CA,USF,ANF, ,00000000,,,14,,1,665.9773,"S.Imsand, Saugus, 5N 18W-4,5,N of Kesters,related to#1688?-AFA 1911-1930 Saugus*",,,,00000000,,3982344.6015625,7784.6929663481
35373,1923,CA,USF,ANF, ,00000000,,,14,,1,1753.922,"S.Imsand, Saugus, 6N 17W-13,24, S Cienega Spr,related#1599?-AFA 1911-1930 Saugu*",,,,00000000,,10500465.796875,14158.8891253433
35374,1925,CA,USF,ANF, ,00000000,,,14,,1,686.4813,"S.Imsand,Saugus,6N 17W-24, E side Castaic Creek, REDIGITIZED-AFA 1906-1930 cum *",,,,00000000,,4109759.3515625,9919.9902061857
35375,1922,CA,USF,ANF, ,00000000,,,14,,1,88.23577,"S.Imsand,Saugus,6N 17W-18, Oak Flat area-AFA 1906-1930 burn map 1:126720",,,,00000000,,528372.6875,3289.60558315837
35376,1922,CA,USF,ANF, ,00000000,,,14,,1,132.4133,"S.Imsand,Saugus,6N 17W-19, Oak Flat area-AFA 1906-1930 burn map 1:126720",,,,00000000,,792722.45703125,3907.60795370539
35377,1988,CA,USF,STF,JAWBONE,,12/15/1988 12:00:00 AM,12/15/1988 12:00:00 AM,5,6,1,30.02654,20090305,,,,00000150,1980,195573.2734375,1849.54992909371
35378,1957,CA,USF,STF,CLAVEY,,9/22/1957 12:00:00 AM,9/23/1957 12:00:00 AM,7,6,1,10.32062,20090305,,,,00000036,1950,67343.91796875,1451.44394624278
35379,1959,CA,USF,SNF,MOSS,,8/1/1959 12:00:00 AM,8/2/1959 12:00:00 AM,7,6,1,9.446117,20090305,,,,00000061,1950,61119.10546875,1053.63713132612
35380,1927,CA,USF,STF, ,,,,14,8,1,5161.766,20090305,,,,00000114,,33581924.734375,28443.2650171984
35381,1927,CA,USF,STF, ,,,,14,8,1,15822.5,20090305,,,,00000121,,102930830.628906,63718.468823193
35382,1927,CA,USF,STF, ,,,,14,8,1,269.9293,20090305,,,,00000583,,1746642.81640625,5469.21758033836
35383,1914,CA,USF,STF, ,,,,14,8,1,2913.188,20090305,,,,00000180,,18912631.3359375,18547.7027969173
35384,1914,CA,USF,STF, ,,,,14,8,1,238.9032,20090305,,,,00000249,,1546913.51171875,4822.62156077763
35385,1914,CA,USF,STF, ,,,,14,8,1,186.244,20090305,,,,00000260,,1204971.546875,4628.50120358069
35386,1914,CA,USF,STF, ,,,,14,8,1,1248.402,20090305,,,,00000143,,8116640.03515625,12636.5135066612
35387,1921,CA,USF,STF, ,,,,14,8,1,437.8909,20090305,,,,00000256,,2833466.26171875,8136.77995819337
35388,1916,CA,USF,STF, ,,,,14,8,1,79.39436,20090305,,,,00000052,,519735.70703125,2715.12297017353
35389,1916,CA,USF,STF, ,,,,14,8,1,102.6262,20090305,,,,00000059,,671618.17578125,3168.38577950845
35390,1916,CA,USF,STF, ,,,,14,8,1,2855.049,20090305,,,,00000240,,18496058.7148438,17689.1844508268
35391,1913,CA,USF,STF, ,,,,14,8,1,58.40434,20090305,,,,00000048,,382472.328125,2306.68674049386
35392,1945,CA,USF,SNF, ,,,,9,8,1,1084.618,20090305,,,,00000001,,7014250.8046875,13630.1197683175
35393,1945,CA,USF,SNF, ,,,,9,8,1,628.1169,20090305,,,,00000002,,4061578.87109375,10088.8030903226
35394,1954,CA,USF,STF,HIGHLAND ,,9/21/1954 12:00:00 AM,9/22/1954 12:00:00 AM,3,6,1,226.3591,20090305,,,,00000037,1950,1493503.15234375,5660.78465537681
35395,1954,CA,USF,STF,BUCK MEADOWS,,2/11/1954 12:00:00 AM,2/11/1954 12:00:00 AM,5,8,1,21.95973,20090305,,,,00000003,1950,142639.0625,1552.10439548242
35396,1954,CA,USF,STF,SPINNING WHEEL ,,7/29/1954 12:00:00 AM,7/31/1954 12:00:00 AM,15,6,1,2677.333,20090305,,,,00000021,1950,17405202.3671875,19937.2773554858
35397,1921,CA,USF,STF, ,,,,14,8,1,486.8761,20090305,,,,00000071,,3179206.84765625,10299.7743479436
35398,1921,CA,USF,STF, ,,,,14,8,1,164.6477,20090305,,,,00000129,,1071185.56640625,4396.12139180278
35399,1947,CA,USF,STF, ,,,,14,8,1,498.2535,20090305,,,,00000310,,3248793.63671875,8935.064077054
35400,1947,CA,USF,STF, ,,,,14,8,1,858.3809,20090305,,,,00000197,,5564868.5546875,11298.043482539
35401,1988,CA,CCO,LAC,LEROY FIRE,00931023,12/8/1988 12:00:00 AM,,14,,1,171.0744,,,,,00000588,1980,1012765.35546875,6305.1505169662
35402,1988,CA,CCO,LAC,THE WESTLAKE FIRE,00881444,6/30/1988 12:00:00 AM,,14,,1,109.7727,,,,,00000588,1980,650037.83984375,3526.99391781261
